Gen		Median		MAD		Best		Div		Run Best		Code
139		1342.0		1342		0.007		1342		input1
140		1342.0		1342		0.006		1342		input1
141		1342.0		1342		0.007		1342		input1
142		1342.0		1339		0.006		1339		map(lambda _0: 0, input1)
143		1342.0		1339		0.009		1339		map(lambda _0: 0, input1)
144		1342.0		1339		0.011		1339		map(lambda _0: 0, input1)
145		1342.0		1339		0.008		1339		map(lambda _0: 0, input1)
146		1342.0		1339		0.008		1339		map(lambda _0: 0, input1)
147		1342.0		1339		0.012		1339		map(lambda _0: 0, input1)
148		1342.0		1339		0.011		1339		map(lambda _0: 0, input1)
149		1342.0		1339		0.009		1339		map(lambda _0: 0, input1)
150		1342.0		1339		0.009		1339		map(lambda _0: 0, input1)
151		1342.0		1339		0.01		1339		map(lambda _0: 0, input1)
152		1342.0		1339		0.015		1339		map(lambda _0: 0, input1)
153		1342.0		1339		0.013		1339		map(lambda _0: 0, input1)
154		1342.0		1339		0.009		1339		map(lambda _0: 0, input1)
155		1342.0		1339		0.016		1339		map(lambda _0: 0, input1)
156		1342.0		1339		0.014		1339		map(lambda _0: 0, input1)
157		1342.0		1339		0.014		1339		map(lambda _0: 0, input1)
158		1342.0		1339		0.01		1339		map(lambda _0: 0, input1)
159		1342.0		1339		0.015		1339		map(lambda _0: 0, input1)
160		1342.0		0		0.014		0		map(lambda _0: max_(0, _0), input1)
Solution found.
def negative_to_zero(input1):
    return map(lambda _0: max_(0, _0), input1)

Simplifying genome of length 33.
Simplified to length 32.
Simplified to length 29.
Simplified to length 26.
Simplified to length 25.
Simplified to length 24.
Simplified to length 22.
Simplified to length 15.
Simplified to length 14.
Simplified to length 13.
Simplified to length 11.
Simplified to length 10.
Simplified to length 9.
Simplified to length 8.
Simplified to length 7.
Simplified genome: length=7 error=0
def negative_to_zero(input1):
    return map(lambda _0: max_(0, _0), input1)

[0 0 0 ... 0 0 0]
Final Test Error: 0
